 1006.56 1006.60 1006.72 1006.86 1006.96 1007.08 1007.27 1007.46 1007.60 1007.71 1007.87 1008.05 1008.22 1008.33 1008.43 1008.56 1008.72 1008.86 1008.95 1008.99 1008.99 1008.97 1008.90 1008.76 1008.55 1008.31 1008.08 1007.86 1007.63 1007.37 1007.08 1006.78 1006.49 1006.22 1005.91 1005.60 1005.34 1005.19 1005.11 1005.08 1005.13 1005.20 1005.28 1005.40 1005.58 1005.79 1005.99 1006.21 1006.46 1006.77 1007.13 1007.50 1007.87 1008.27 1008.68 1009.09 1009.49 1009.88 1010.22 1010.51 1010.71 1010.81 1010.88 1010.93 1010.94 1010.90 1010.95 1011.10 1011.25 1011.26 1011.22 1011.20 1011.18 1011.04 1010.85 1010.71 1010.65 1010.58 1010.54 1010.58 1010.61 1010.59 1010.62 1010.69 1010.71 1010.71 1010.78 1010.82 1010.80 1010.84 1010.88 1010.84 1010.80 1010.85 1010.86 1010.81 1010.79 1010.80 1010.74 1010.64 1010.60 1010.58 1010.50 1010.42 1010.39 1010.38 1010.37 1010.39 1010.44 1010.41 1010.32 1010.36 1010.73 1011.38 1011.62 1010.94 1009.55 1008.55 1008.50 1008.93 1009.21 1009.31 1009.44 1009.52 1009.41 1009.23 1009.12 1009.01 1008.81 1008.59 1008.41 1008.20 1007.94 1007.69 1007.47 1007.26 1007.04 1006.86 1006.75 1006.67 1006.58 1006.53 1006.54 1006.56
 1009.52 1009.65 1009.81 1009.95 1010.06 1010.20 1010.36 1010.47 1010.55 1010.67 1010.85 1011.00 1011.10 1011.20 1011.35 1011.56 1011.74 1011.86 1011.96 1012.06 1012.15 1012.17 1012.09 1011.93 1011.71 1011.46 1011.23 1011.01 1010.77 1010.52 1010.26 1009.97 1009.68 1009.43 1009.18 1008.91 1008.67 1008.52 1008.41 1008.35 1008.36 1008.41 1008.46 1008.53 1008.64 1008.77 1008.94 1009.15 1009.35 1009.55 1009.82 1010.14 1010.49 1010.88 1011.26 1011.61 1011.92 1012.18 1012.39 1012.57 1012.73 1012.78 1012.72 1012.63 1012.55 1012.55 1012.60 1012.65 1012.65 1012.62 1012.58 1012.53 1012.48 1012.38 1012.21 1012.08 1012.04 1012.02 1011.99 1012.03 1012.11 1012.13 1012.18 1012.27 1012.29 1012.30 1012.38 1012.43 1012.42 1012.48 1012.54 1012.54 1012.58 1012.68 1012.71 1012.66 1012.68 1012.75 1012.74 1012.67 1012.64 1012.66 1012.65 1012.61 1012.62 1012.67 1012.68 1012.66 1012.71 1012.78 1012.70 1012.52 1012.55 1013.07 1013.36 1012.69 1011.14 1009.99 1009.91 1010.35 1010.69 1010.93 1011.20 1011.34 1011.25 1011.15 1011.13 1011.07 1010.94 1010.79 1010.66 1010.47 1010.26 1010.09 1009.93 1009.75 1009.59 1009.50 1009.45 1009.40 1009.38 1009.40 1009.44 1009.47
 1012.30 1012.46 1012.61 1012.76 1012.90 1013.01 1013.05 1013.02 1013.00 1013.05 1013.15 1013.24 1013.35 1013.53 1013.77 1013.99 1014.17 1014.33 1014.49 1014.66 1014.80 1014.84 1014.74 1014.56 1014.32 1014.08 1013.89 1013.74 1013.56 1013.33 1013.11 1012.86 1012.60 1012.36 1012.16 1011.95 1011.77 1011.67 1011.59 1011.50 1011.46 1011.45 1011.44 1011.47 1011.51 1011.52 1011.59 1011.75 1011.92 1012.10 1012.34 1012.60 1012.85 1013.14 1013.42 1013.65 1013.87 1014.08 1014.21 1014.27 1014.31 1014.30 1014.20 1014.02 1013.83 1013.73 1013.72 1013.64 1013.50 1013.47 1013.53 1013.53 1013.48 1013.46 1013.39 1013.29 1013.28 1013.30 1013.28 1013.32 1013.42 1013.44 1013.48 1013.57 1013.62 1013.65 1013.75 1013.81 1013.82 1013.90 1013.99 1014.03 1014.10 1014.20 1014.25 1014.29 1014.35 1014.42 1014.47 1014.48 1014.48 1014.51 1014.56 1014.57 1014.62 1014.72 1014.74 1014.64 1014.59 1014.78 1014.92 1014.73 1014.40 1014.57 1014.91 1014.46 1012.95 1011.55 1011.21 1011.57 1011.98 1012.34 1012.68 1012.84 1012.83 1012.83 1012.87 1012.88 1012.82 1012.76 1012.68 1012.54 1012.40 1012.29 1012.18 1012.05 1011.96 1011.93 1011.89 1011.88 1011.92 1012.00 1012.08 1012.17
 1014.85 1015.02 1015.15 1015.27 1015.38 1015.38 1015.26 1015.10 1014.97 1014.90 1014.88 1014.94 1015.09 1015.30 1015.51 1015.72 1015.96 1016.23 1016.47 1016.65 1016.79 1016.86 1016.83 1016.73 1016.56 1016.34 1016.18 1016.08 1015.94 1015.74 1015.56 1015.41 1015.23 1015.05 1014.88 1014.69 1014.53 1014.43 1014.35 1014.28 1014.23 1014.18 1014.12 1014.08 1014.07 1014.00 1013.93 1013.94 1013.99 1014.12 1014.36 1014.61 1014.80 1015.01 1015.17 1015.26 1015.34 1015.48 1015.58 1015.59 1015.52 1015.39 1015.25 1015.06 1014.80 1014.57 1014.44 1014.33 1014.19 1014.20 1014.33 1014.38 1014.33 1014.34 1014.33 1014.26 1014.25 1014.30 1014.31 1014.35 1014.44 1014.47 1014.50 1014.59 1014.66 1014.70 1014.81 1014.89 1014.93 1015.04 1015.13 1015.20 1015.31 1015.40 1015.50 1015.66 1015.77 1015.81 1015.90 1016.01 1016.07 1016.13 1016.22 1016.28 1016.33 1016.42 1016.55 1016.59 1016.47 1016.43 1016.55 1016.52 1016.18 1016.02 1016.14 1015.71 1014.20 1012.60 1012.06 1012.38 1012.92 1013.41 1013.79 1013.99 1014.07 1014.17 1014.29 1014.38 1014.40 1014.40 1014.38 1014.31 1014.23 1014.17 1014.11 1014.05 1014.06 1014.09 1014.10 1014.13 1014.23 1014.33 1014.47 1014.66
 1016.98 1017.14 1017.26 1017.32 1017.30 1017.12 1016.84 1016.56 1016.30 1016.11 1016.04 1016.11 1016.26 1016.45 1016.69 1016.97 1017.29 1017.59 1017.84 1018.04 1018.23 1018.36 1018.41 1018.40 1018.36 1018.26 1018.14 1018.06 1017.97 1017.84 1017.71 1017.59 1017.46 1017.32 1017.19 1017.06 1016.92 1016.80 1016.70 1016.60 1016.52 1016.44 1016.28 1016.11 1015.96 1015.79 1015.64 1015.57 1015.57 1015.64 1015.83 1016.05 1016.21 1016.36 1016.47 1016.48 1016.45 1016.45 1016.49 1016.52 1016.44 1016.21 1015.97 1015.77 1015.55 1015.30 1015.11 1015.00 1014.94 1014.97 1015.07 1015.09 1015.02 1015.01 1015.03 1015.00 1015.01 1015.08 1015.10 1015.13 1015.23 1015.27 1015.31 1015.41 1015.47 1015.51 1015.62 1015.69 1015.76 1015.88 1015.96 1016.08 1016.29 1016.41 1016.53 1016.74 1016.89 1016.97 1017.11 1017.25 1017.35 1017.45 1017.57 1017.72 1017.83 1017.84 1017.95 1018.16 1018.18 1017.94 1017.82 1017.77 1017.48 1017.06 1016.77 1016.10 1014.52 1012.86 1012.31 1012.72 1013.39 1013.99 1014.44 1014.70 1014.88 1015.07 1015.29 1015.49 1015.61 1015.68 1015.73 1015.75 1015.74 1015.75 1015.76 1015.78 1015.86 1015.93 1016.00 1016.11 1016.26 1016.39 1016.57 1016.78
 1018.70 1018.83 1018.90 1018.84 1018.66 1018.30 1017.85 1017.41 1017.04 1016.79 1016.68 1016.70 1016.84 1017.10 1017.45 1017.86 1018.23 1018.50 1018.76 1019.04 1019.29 1019.49 1019.59 1019.62 1019.66 1019.69 1019.67 1019.63 1019.59 1019.53 1019.45 1019.35 1019.24 1019.12 1019.01 1018.92 1018.83 1018.74 1018.64 1018.51 1018.36 1018.21 1017.99 1017.68 1017.31 1016.94 1016.65 1016.54 1016.60 1016.73 1016.93 1017.12 1017.22 1017.23 1017.22 1017.16 1017.06 1016.94 1016.90 1016.94 1016.93 1016.75 1016.48 1016.23 1016.05 1015.89 1015.71 1015.57 1015.56 1015.59 1015.61 1015.61 1015.56 1015.56 1015.64 1015.66 1015.66 1015.72 1015.74 1015.75 1015.83 1015.86 1015.89 1015.98 1016.03 1016.08 1016.20 1016.27 1016.35 1016.52 1016.62 1016.74 1016.99 1017.15 1017.29 1017.51 1017.69 1017.87 1018.06 1018.20 1018.34 1018.51 1018.63 1018.81 1019.05 1019.10 1019.08 1019.19 1019.31 1019.20 1019.02 1018.80 1018.29 1017.56 1016.95 1016.09 1014.45 1012.79 1012.32 1012.82 1013.52 1014.15 1014.66 1015.01 1015.28 1015.56 1015.88 1016.19 1016.41 1016.59 1016.73 1016.84 1016.95 1017.04 1017.13 1017.23 1017.35 1017.46 1017.58 1017.74 1017.92 1018.10 1018.33 1018.55
 1020.07 1020.13 1020.07 1019.83 1019.46 1018.89 1018.18 1017.54 1017.11 1016.93 1016.85 1016.87 1017.05 1017.44 1017.90 1018.34 1018.73 1019.05 1019.35 1019.66 1019.92 1020.14 1020.34 1020.47 1020.56 1020.65 1020.69 1020.68 1020.66 1020.64 1020.60 1020.55 1020.50 1020.44 1020.34 1020.25 1020.17 1020.06 1019.96 1019.83 1019.61 1019.35 1019.06 1018.66 1018.13 1017.55 1017.08 1016.88 1016.99 1017.24 1017.51 1017.74 1017.82 1017.73 1017.57 1017.36 1017.12 1016.90 1016.82 1016.91 1017.00 1016.96 1016.82 1016.57 1016.35 1016.28 1016.16 1016.03 1016.03 1016.03 1015.97 1015.95 1015.96 1015.97 1016.04 1016.07 1016.04 1016.08 1016.11 1016.12 1016.18 1016.21 1016.23 1016.31 1016.36 1016.42 1016.56 1016.63 1016.69 1016.91 1017.05 1017.18 1017.43 1017.62 1017.83 1018.08 1018.28 1018.50 1018.74 1018.89 1019.09 1019.34 1019.48 1019.59 1019.81 1020.04 1020.10 1020.07 1020.06 1019.99 1019.80 1019.41 1018.68 1017.71 1016.88 1015.91 1014.25 1012.59 1012.22 1012.78 1013.38 1013.94 1014.50 1014.95 1015.33 1015.72 1016.16 1016.58 1016.91 1017.19 1017.43 1017.63 1017.83 1018.00 1018.16 1018.34 1018.52 1018.70 1018.88 1019.07 1019.28 1019.48 1019.74 1019.96
 1020.94 1020.91 1020.69 1020.27 1019.70 1018.85 1017.81 1016.86 1016.30 1016.24 1016.41 1016.63 1016.90 1017.39 1017.97 1018.45 1018.86 1019.21 1019.52 1019.83 1020.09 1020.33 1020.61 1020.85 1020.99 1021.09 1021.16 1021.21 1021.23 1021.23 1021.22 1021.20 1021.18 1021.15 1021.10 1021.03 1020.97 1020.84 1020.69 1020.55 1020.31 1019.93 1019.48 1018.90 1018.20 1017.46 1016.89 1016.68 1016.86 1017.20 1017.50 1017.73 1017.82 1017.73 1017.53 1017.23 1016.87 1016.52 1016.41 1016.60 1016.87 1016.99 1016.97 1016.81 1016.59 1016.52 1016.47 1016.36 1016.33 1016.30 1016.19 1016.16 1016.19 1016.17 1016.18 1016.21 1016.18 1016.21 1016.26 1016.25 1016.30 1016.36 1016.36 1016.45 1016.53 1016.55 1016.69 1016.79 1016.85 1017.05 1017.23 1017.41 1017.68 1017.90 1018.16 1018.46 1018.65 1018.89 1019.17 1019.37 1019.58 1019.84 1020.08 1020.21 1020.29 1020.50 1020.70 1020.74 1020.65 1020.40 1020.06 1019.59 1018.85 1017.79 1016.67 1015.45 1013.73 1012.09 1011.83 1012.51 1013.03 1013.44 1013.99 1014.52 1015.05 1015.59 1016.15 1016.68 1017.10 1017.51 1017.84 1018.13 1018.45 1018.68 1018.92 1019.17 1019.39 1019.64 1019.86 1020.09 1020.33 1020.52 1020.74 1020.89
 1021.36 1021.21 1020.83 1020.24 1019.50 1018.45 1017.17 1015.98 1015.17 1015.11 1015.68 1016.36 1016.68 1017.03 1017.68 1018.27 1018.66 1018.93 1019.18 1019.52 1019.90 1020.21 1020.47 1020.71 1020.89 1021.02 1021.13 1021.22 1021.28 1021.32 1021.35 1021.35 1021.31 1021.30 1021.28 1021.23 1021.20 1021.10 1020.93 1020.74 1020.48 1020.05 1019.49 1018.76 1017.85 1016.89 1016.17 1015.98 1016.29 1016.69 1016.99 1017.19 1017.27 1017.17 1016.96 1016.70 1016.41 1016.05 1015.87 1016.13 1016.64 1016.91 1016.95 1016.87 1016.71 1016.59 1016.52 1016.41 1016.33 1016.28 1016.20 1016.14 1016.16 1016.12 1016.10 1016.14 1016.14 1016.15 1016.18 1016.15 1016.17 1016.25 1016.25 1016.32 1016.44 1016.46 1016.58 1016.73 1016.83 1017.03 1017.21 1017.42 1017.73 1017.96 1018.23 1018.55 1018.79 1019.06 1019.36 1019.62 1019.84 1020.02 1020.29 1020.56 1020.67 1020.73 1020.80 1020.87 1020.83 1020.53 1020.10 1019.55 1018.81 1017.73 1016.37 1014.94 1013.29 1011.64 1011.27 1011.99 1012.52 1012.78 1013.29 1013.96 1014.70 1015.31 1015.93 1016.54 1017.02 1017.54 1017.99 1018.39 1018.80 1019.10 1019.42 1019.71 1019.96 1020.25 1020.48 1020.74 1020.99 1021.16 1021.33 1021.40
 1021.38 1021.09 1020.53 1019.81 1018.92 1017.71 1016.41 1015.23 1014.25 1014.07 1015.05 1016.38 1016.85 1016.85 1017.33 1017.86 1018.11 1018.24 1018.44 1018.86 1019.36 1019.72 1019.98 1020.21 1020.42 1020.59 1020.71 1020.80 1020.87 1020.90 1020.95 1020.98 1020.97 1020.99 1020.99 1020.93 1020.87 1020.81 1020.64 1020.39 1020.09 1019.64 1019.04 1018.27 1017.29 1016.12 1015.22 1015.04 1015.42 1015.78 1016.02 1016.26 1016.47 1016.45 1016.19 1015.89 1015.71 1015.50 1015.36 1015.65 1016.31 1016.73 1016.79 1016.72 1016.60 1016.43 1016.31 1016.20 1016.06 1015.99 1015.92 1015.82 1015.80 1015.80 1015.76 1015.79 1015.79 1015.76 1015.80 1015.81 1015.81 1015.91 1015.93 1015.98 1016.14 1016.21 1016.31 1016.47 1016.59 1016.81 1017.02 1017.24 1017.56 1017.84 1018.13 1018.48 1018.76 1019.06 1019.32 1019.58 1019.90 1020.08 1020.24 1020.49 1020.72 1020.82 1020.77 1020.71 1020.59 1020.32 1019.90 1019.23 1018.41 1017.36 1015.99 1014.73 1013.57 1011.94 1011.01 1011.37 1011.84 1012.01 1012.59 1013.60 1014.62 1015.12 1015.62 1016.27 1016.81 1017.42 1017.98 1018.47 1018.94 1019.28 1019.66 1019.97 1020.24 1020.56 1020.80 1021.05 1021.28 1021.41 1021.54 1021.52
 1020.96 1020.55 1019.85 1019.03 1017.98 1016.54 1015.28 1014.39 1013.60 1013.35 1014.47 1016.25 1017.01 1016.82 1016.99 1017.27 1017.30 1017.26 1017.49 1018.03 1018.60 1018.96 1019.25 1019.50 1019.69 1019.83 1019.94 1020.03 1020.11 1020.16 1020.18 1020.24 1020.26 1020.28 1020.30 1020.27 1020.19 1020.12 1019.98 1019.74 1019.40 1018.90 1018.23 1017.41 1016.41 1015.13 1014.18 1014.08 1014.53 1014.78 1014.89 1015.16 1015.61 1015.83 1015.58 1015.11 1014.81 1014.74 1014.86 1015.30 1015.97 1016.42 1016.48 1016.34 1016.19 1016.00 1015.85 1015.73 1015.57 1015.44 1015.37 1015.26 1015.22 1015.25 1015.21 1015.20 1015.24 1015.20 1015.26 1015.32 1015.30 1015.39 1015.48 1015.53 1015.67 1015.79 1015.90 1016.07 1016.19 1016.43 1016.70 1016.93 1017.27 1017.59 1017.91 1018.25 1018.53 1018.85 1019.11 1019.32 1019.65 1019.94 1020.09 1020.20 1020.34 1020.49 1020.50 1020.41 1020.16 1019.84 1019.38 1018.68 1017.90 1016.91 1015.65 1014.76 1014.30 1012.90 1011.29 1010.90 1011.14 1011.33 1012.08 1013.44 1014.70 1014.99 1015.20 1015.81 1016.48 1017.22 1017.86 1018.42 1018.93 1019.29 1019.68 1019.99 1020.28 1020.59 1020.81 1021.06 1021.21 1021.28 1021.33 1021.20
 1020.26 1019.74 1018.96 1018.08 1016.87 1015.22 1014.05 1013.62 1013.31 1013.13 1014.03 1015.65 1016.52 1016.41 1016.46 1016.58 1016.41 1016.15 1016.43 1017.21 1017.85 1018.14 1018.40 1018.60 1018.70 1018.81 1018.92 1019.00 1019.09 1019.14 1019.16 1019.20 1019.23 1019.23 1019.24 1019.26 1019.21 1019.12 1018.99 1018.78 1018.47 1018.01 1017.35 1016.50 1015.44 1014.09 1013.10 1013.04 1013.50 1013.66 1013.69 1014.00 1014.64 1015.09 1014.95 1014.41 1013.92 1013.85 1014.26 1014.94 1015.58 1015.90 1015.88 1015.67 1015.47 1015.29 1015.08 1014.94 1014.80 1014.65 1014.58 1014.52 1014.46 1014.49 1014.47 1014.46 1014.54 1014.53 1014.55 1014.64 1014.65 1014.71 1014.85 1014.92 1015.04 1015.19 1015.33 1015.54 1015.71 1015.94 1016.24 1016.52 1016.84 1017.17 1017.49 1017.83 1018.09 1018.42 1018.75 1018.97 1019.17 1019.41 1019.66 1019.79 1019.84 1019.84 1019.82 1019.79 1019.54 1019.18 1018.72 1018.06 1017.38 1016.44 1015.38 1014.71 1014.56 1013.56 1011.64 1010.57 1010.57 1010.92 1011.73 1013.09 1014.42 1014.72 1014.80 1015.28 1016.03 1016.94 1017.63 1018.21 1018.74 1019.09 1019.48 1019.77 1020.06 1020.33 1020.50 1020.72 1020.81 1020.82 1020.79 1020.56
 1019.38 1018.77 1017.96 1017.08 1015.83 1014.19 1013.18 1013.10 1013.16 1013.07 1013.65 1014.84 1015.67 1015.76 1015.80 1015.87 1015.61 1015.18 1015.63 1016.70 1017.26 1017.28 1017.42 1017.55 1017.61 1017.70 1017.79 1017.82 1017.85 1017.90 1017.91 1017.95 1017.98 1017.99 1017.99 1017.99 1017.98 1017.88 1017.76 1017.56 1017.27 1016.87 1016.31 1015.58 1014.61 1013.30 1012.24 1011.98 1012.20 1012.22 1012.29 1012.74 1013.47 1014.01 1014.00 1013.57 1013.10 1013.07 1013.64 1014.45 1015.03 1015.14 1014.99 1014.74 1014.52 1014.35 1014.12 1013.94 1013.84 1013.70 1013.61 1013.59 1013.54 1013.55 1013.59 1013.58 1013.63 1013.68 1013.69 1013.79 1013.89 1013.96 1014.10 1014.21 1014.35 1014.53 1014.67 1014.90 1015.14 1015.36 1015.67 1015.97 1016.30 1016.62 1016.93 1017.29 1017.58 1017.84 1018.15 1018.44 1018.63 1018.73 1018.92 1019.09 1019.20 1019.16 1019.03 1018.97 1018.69 1018.37 1017.95 1017.27 1016.57 1015.80 1015.05 1014.38 1014.13 1013.55 1011.72 1010.19 1010.05 1010.65 1011.41 1012.41 1013.61 1014.30 1014.69 1015.10 1015.70 1016.65 1017.32 1017.87 1018.36 1018.69 1019.06 1019.33 1019.61 1019.84 1019.96 1020.12 1020.14 1020.11 1020.01 1019.72
 1018.38 1017.72 1016.95 1016.10 1014.93 1013.50 1012.64 1012.59 1012.69 1012.63 1013.05 1014.08 1015.11 1015.38 1015.26 1015.20 1014.95 1014.55 1015.24 1016.51 1016.79 1016.39 1016.38 1016.49 1016.52 1016.53 1016.56 1016.56 1016.57 1016.59 1016.60 1016.61 1016.62 1016.67 1016.66 1016.65 1016.65 1016.60 1016.51 1016.35 1016.08 1015.70 1015.18 1014.56 1013.80 1012.76 1011.77 1011.26 1011.08 1010.92 1011.06 1011.57 1012.19 1012.66 1012.78 1012.53 1012.24 1012.45 1013.15 1013.90 1014.27 1014.15 1013.89 1013.65 1013.42 1013.22 1013.02 1012.84 1012.75 1012.65 1012.56 1012.57 1012.57 1012.57 1012.66 1012.67 1012.68 1012.79 1012.85 1012.93 1013.09 1013.19 1013.33 1013.48 1013.63 1013.85 1014.01 1014.22 1014.49 1014.73 1015.04 1015.33 1015.65 1016.00 1016.29 1016.62 1016.93 1017.18 1017.37 1017.63 1017.93 1018.05 1018.13 1018.17 1018.27 1018.32 1018.19 1018.09 1017.76 1017.44 1017.09 1016.38 1015.75 1015.19 1014.52 1013.87 1013.80 1013.67 1011.87 1009.95 1009.64 1010.39 1011.12 1011.83 1012.81 1013.87 1014.79 1015.26 1015.58 1016.33 1016.92 1017.42 1017.86 1018.15 1018.50 1018.73 1018.98 1019.16 1019.25 1019.35 1019.30 1019.24 1019.07 1018.76
 1017.38 1016.74 1016.03 1015.16 1013.99 1012.79 1012.09 1011.97 1011.99 1012.02 1012.42 1013.41 1014.62 1015.03 1014.80 1014.65 1014.48 1014.14 1014.81 1016.10 1016.29 1015.62 1015.41 1015.44 1015.39 1015.33 1015.32 1015.33 1015.32 1015.30 1015.29 1015.27 1015.24 1015.26 1015.28 1015.27 1015.28 1015.24 1015.17 1015.06 1014.89 1014.61 1014.18 1013.65 1013.04 1012.31 1011.56 1010.98 1010.56 1010.29 1010.41 1010.78 1011.07 1011.36 1011.63 1011.61 1011.45 1011.88 1012.71 1013.26 1013.29 1012.98 1012.68 1012.48 1012.24 1012.02 1011.87 1011.72 1011.62 1011.58 1011.53 1011.55 1011.61 1011.62 1011.70 1011.78 1011.80 1011.93 1012.03 1012.10 1012.25 1012.38 1012.54 1012.73 1012.88 1013.11 1013.33 1013.55 1013.82 1014.06 1014.36 1014.64 1014.92 1015.26 1015.55 1015.82 1016.09 1016.41 1016.61 1016.77 1017.00 1017.15 1017.30 1017.31 1017.29 1017.33 1017.19 1017.09 1016.84 1016.49 1016.13 1015.54 1015.09 1014.50 1013.79 1013.64 1014.23 1014.01 1011.92 1009.93 1009.57 1010.21 1010.93 1011.68 1012.52 1013.48 1014.57 1015.20 1015.44 1015.95 1016.40 1016.85 1017.21 1017.48 1017.79 1017.99 1018.20 1018.32 1018.39 1018.45 1018.37 1018.31 1018.09 1017.78
 1016.44 1015.84 1015.19 1014.29 1013.02 1012.01 1011.70 1011.64 1011.50 1011.62 1012.06 1012.81 1013.74 1014.27 1014.34 1014.35 1014.29 1013.90 1014.19 1015.23 1015.55 1014.88 1014.48 1014.39 1014.31 1014.26 1014.23 1014.17 1014.12 1014.06 1014.02 1014.01 1013.98 1013.97 1013.97 1013.97 1013.97 1013.93 1013.87 1013.77 1013.64 1013.46 1013.20 1012.83 1012.38 1011.89 1011.39 1010.92 1010.50 1010.20 1010.21 1010.34 1010.33 1010.48 1010.87 1011.07 1010.97 1011.38 1012.14 1012.42 1012.15 1011.79 1011.53 1011.32 1011.11 1010.91 1010.79 1010.69 1010.60 1010.60 1010.60 1010.59 1010.67 1010.73 1010.78 1010.92 1011.00 1011.08 1011.22 1011.32 1011.49 1011.65 1011.81 1012.03 1012.20 1012.40 1012.65 1012.88 1013.14 1013.38 1013.65 1013.93 1014.18 1014.47 1014.76 1015.03 1015.24 1015.51 1015.79 1015.95 1016.09 1016.16 1016.32 1016.43 1016.37 1016.38 1016.22 1016.07 1015.94 1015.53 1015.11 1014.70 1014.21 1013.47 1013.27 1014.12 1014.82 1013.51 1011.15 1009.81 1009.84 1010.21 1010.80 1011.66 1012.41 1013.02 1013.90 1014.67 1015.16 1015.54 1015.82 1016.19 1016.48 1016.72 1016.97 1017.14 1017.34 1017.41 1017.47 1017.50 1017.43 1017.35 1017.12 1016.83
 1015.56 1015.01 1014.42 1013.61 1012.36 1011.59 1011.84 1011.95 1011.45 1011.46 1011.99 1012.48 1012.87 1013.49 1014.06 1014.23 1014.13 1013.81 1013.74 1014.28 1014.57 1014.03 1013.60 1013.48 1013.40 1013.33 1013.24 1013.14 1013.07 1013.01 1012.95 1012.91 1012.88 1012.85 1012.83 1012.82 1012.80 1012.79 1012.77 1012.73 1012.62 1012.46 1012.27 1012.02 1011.73 1011.41 1011.11 1010.83 1010.56 1010.28 1010.13 1010.06 1009.95 1010.05 1010.44 1010.71 1010.71 1010.96 1011.41 1011.44 1011.04 1010.74 1010.52 1010.27 1010.09 1009.96 1009.85 1009.81 1009.77 1009.75 1009.79 1009.80 1009.87 1009.99 1010.05 1010.18 1010.32 1010.39 1010.55 1010.69 1010.84 1011.02 1011.16 1011.37 1011.58 1011.77 1012.00 1012.21 1012.47 1012.71 1012.94 1013.21 1013.47 1013.70 1013.94 1014.23 1014.46 1014.62 1014.83 1015.02 1015.23 1015.31 1015.35 1015.45 1015.39 1015.43 1015.33 1015.11 1015.02 1014.57 1014.18 1013.88 1013.16 1012.59 1013.22 1014.42 1014.18 1011.82 1009.88 1009.65 1010.19 1010.34 1010.64 1011.28 1011.88 1012.43 1013.15 1013.99 1014.77 1015.08 1015.20 1015.47 1015.70 1015.92 1016.11 1016.26 1016.42 1016.47 1016.54 1016.55 1016.50 1016.41 1016.20 1015.93
 1014.78 1014.32 1013.77 1013.13 1012.08 1011.51 1012.09 1012.29 1011.52 1011.41 1012.03 1012.44 1012.57 1013.22 1013.96 1014.00 1013.78 1013.69 1013.51 1013.54 1013.60 1013.24 1012.92 1012.77 1012.63 1012.49 1012.40 1012.32 1012.24 1012.17 1012.09 1012.01 1011.94 1011.90 1011.86 1011.83 1011.80 1011.78 1011.77 1011.78 1011.76 1011.68 1011.55 1011.38 1011.19 1010.95 1010.72 1010.56 1010.43 1010.26 1010.07 1009.90 1009.75 1009.84 1010.11 1010.33 1010.38 1010.48 1010.60 1010.48 1010.15 1009.90 1009.68 1009.43 1009.27 1009.21 1009.12 1009.11 1009.13 1009.10 1009.16 1009.22 1009.25 1009.39 1009.48 1009.58 1009.74 1009.85 1009.99 1010.13 1010.24 1010.43 1010.60 1010.77 1010.97 1011.17 1011.38 1011.58 1011.82 1012.06 1012.27 1012.50 1012.72 1012.97 1013.15 1013.37 1013.64 1013.81 1013.98 1014.11 1014.28 1014.46 1014.49 1014.56 1014.50 1014.48 1014.44 1014.22 1014.11 1013.71 1013.40 1013.12 1012.45 1012.43 1013.04 1013.20 1012.01 1010.06 1009.21 1009.66 1010.22 1010.28 1010.42 1010.62 1010.97 1011.75 1012.51 1013.31 1014.21 1014.47 1014.55 1014.74 1014.88 1015.09 1015.24 1015.37 1015.49 1015.55 1015.63 1015.63 1015.62 1015.53 1015.35 1015.11
 1014.10 1013.74 1013.21 1012.69 1011.95 1011.48 1011.86 1011.88 1011.22 1011.19 1011.68 1012.06 1012.40 1013.18 1013.79 1013.64 1013.39 1013.42 1013.23 1013.04 1012.93 1012.67 1012.38 1012.17 1012.01 1011.90 1011.82 1011.73 1011.60 1011.49 1011.42 1011.35 1011.28 1011.21 1011.15 1011.11 1011.08 1011.06 1011.02 1011.00 1010.98 1010.97 1010.94 1010.88 1010.79 1010.60 1010.41 1010.26 1010.15 1010.08 1009.97 1009.82 1009.67 1009.69 1009.81 1009.86 1009.82 1009.90 1009.99 1009.84 1009.56 1009.29 1009.05 1008.86 1008.72 1008.68 1008.64 1008.62 1008.66 1008.68 1008.70 1008.79 1008.82 1008.90 1009.03 1009.12 1009.26 1009.38 1009.50 1009.65 1009.77 1009.95 1010.12 1010.28 1010.45 1010.63 1010.84 1011.04 1011.23 1011.44 1011.66 1011.86 1012.03 1012.28 1012.50 1012.63 1012.85 1013.04 1013.24 1013.37 1013.42 1013.60 1013.66 1013.75 1013.77 1013.66 1013.60 1013.45 1013.28 1012.97 1012.73 1012.38 1012.15 1012.62 1012.24 1010.98 1009.89 1009.29 1009.27 1009.62 1009.79 1009.92 1010.18 1010.16 1010.29 1011.14 1011.82 1012.46 1013.35 1013.77 1013.95 1014.06 1014.11 1014.29 1014.40 1014.52 1014.63 1014.72 1014.79 1014.80 1014.81 1014.71 1014.58 1014.37
